"CNTLNUM","SCHCNTL","currentTeacher","TFSFINWT","F0105","F0108","F0113","F0116","T0293","T0294","T0295","T0296","T0297","T0298","T0299","T0300","T0301","T0303","T0306","T0307","T0308","T0309","T0310","T0311","T0312","T0315","T0320","T0321","T0322","T0324","T0325","T0326","T0327","T0331","T0332","T0335","T0336","T0337","T0338","T0339","T0340","TFNLWGT","LEP_T","MGMNT_T","NEWTCH","PLAN","PUPILS_D","PUPILS_S","SBKGD_T","SDLQ_T","T0051","T0059","T0106","T0120","T0122","T0124","T0125","T0126","T0127","T0147","T0148","T0149","T0150","T0153","T0154","T0155","T0156","T0158","T0208","T0248","T0250","treat","teachImputed","PUPILS","PSCHMAN","PFAMBACK","PSTUDEL","PSTUPAR","PTEACSUP","pscore","distance","weights","subclass"
112480,104961,1,577.8053,"Strongly agree","Strongly agree","Somewhat agree","Strongly agree",1,5,5,5,4,5,1,2,4,4,1,2,3,3,1,3,2,3,2,2,1,2,4,1,2,4,1,1,4,1,4,1,1,58.7471,2.86,18,"Teacher has taught 3 years or less",15,70,0,10,12,1,0,5,1,5,1,1,1,1,1,2,3,2,1,1,1,2,2,0,2,2,0,0,70,-0.245181657457927,-0.294722937498479,-0.68011967419971,-1.02330762350408,0.63510908604611,0.308202516849688,0.308202516849688,1,"93"
112491,105450,1,796.2454,"Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree",4,4,4,4,4,4,2,2,4,2,1,2,3,2,1,2,2,2,1,3,3,3,3,3,3,4,3,2,3,1,3,5,5,48.1033,0,17,"Teacher has taught 3 years or less",11.46,74,0,9,16,1,0,0,1,5,1,1,1,1,1,1,4,2,1,1,1,2,2,0,2,-8,0,0,74,-0.107365734129268,-0.25279848529402,0.0640118618500478,0.125704996860158,0.167089330562713,0.297958225199998,0.297958225199998,1,"8"
112542,106045,1,20.4621,"Somewhat agree","Strongly agree","Strongly agree","Somewhat agree",3,4,4,4,3,5,2,1,4,2,2,2,1,2,2,2,2,1,1,3,3,4,3,4,4,4,3,2,2,2,3,3,5,18.1482,0,16,"Teacher has taught 3 years or less",14.29,0,0,9,18,1,0,1,1,5,1,1,1,1,2,-8,0,1,1,1,1,2,2,15,-8,-8,0,0,0,-0.00711524469224408,0.0565762291014085,0.457570919782464,0.533655692568502,-0.381144100326633,0.342986137713389,0.342986137713389,1,"183"
112817,104767,0,31.8887,"Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree",4,5,5,5,5,5,1,2,4,4,2,4,1,4,1,1,1,1,1,2,2,3,3,3,3,3,3,1,1,1,2,3,4,23.5453,0,18,"Teacher has taught 3 years or less",12.5,75,0,5,15,1,0,1,1,5,1,1,1,1,1,1,5,2,2,1,2,2,2,0,-8,-8,0,1,75,-0.161385214682693,-0.937866700424955,-0.242783365946863,-0.419632181207099,-0.215153860008184,0.347400358070919,0.347400358070919,1,"192"
112871,103880,0,35.2136,"Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree",3,3,4,4,3,4,1,2,4,2,2,2,3,2,2,2,3,2,3,2,2,2,3,3,3,3,2,2,2,2,3,4,4,27.1444,0,15,"Teacher has taught 3 years or less",25,73,0,9,14,1,0,1,1,5,1,1,1,1,2,-8,0,2,1,1,2,2,1,0,1,-8,0,0,73,0.190133566262321,-0.0989866904464455,-0.346752700647127,-0.576815472892765,0.363532623576439,0.377087299169622,0.377087299169622,1,"54"
113059,100377,1,65.4234,"Strongly agree","Somewhat agree","Somewhat disagree","Strongly disagree",5,5,5,5,5,5,1,1,1,2,1,2,2,1,2,2,2,1,1,3,3,3,2,4,4,4,2,2,3,2,3,1,1,61.0466,1.29,18,"Teacher has taught 3 years or less",3.75,155,0,10,16,1,0,0,1,5,1,1,1,1,1,2,5,2,2,1,2,2,2,0,2,2,0,0,155,-0.34645362171853,0.0965096481213525,0.10149243848881,0.184452778746979,-0.36991052558587,0.226975956627822,0.226975956627822,1,"36"
113437,107894,0,58.7666,"Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree",2,1,4,5,4,4,1,1,2,2,1,1,4,2,1,2,1,4,1,2,2,2,2,3,4,4,1,2,3,1,3,2,1,46.661,0,20,"Teacher has taught 3 years or less",13.1,118,0,9,14,1,0,0,1,5,1,1,1,1,2,-8,0,1,2,1,2,2,1,0,2,-8,0,1,118,-0.853460259021264,-0.324432978984371,-0.354197424048724,-0.670439777298306,0.250611288778177,0.414359035763595,0.414359035763595,1,"132"
113625,106649,0,575.5072,"Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat agree",2,3,5,5,5,3,1,2,2,1,1,1,1,1,1,1,4,1,2,3,2,4,4,4,4,4,3,3,2,3,2,1,1,217.9229,0,16,"Teacher has taught 3 years or less",1.9,0,0,10,19,1,0,0,3,5,1,1,1,1,1,2,5,2,2,1,1,2,2,6,-8,-8,0,0,0,-0.421670668414619,0.413634146555422,0.618754489523056,0.265997751632632,-0.945814414323636,0.25585300416136,0.25585300416136,1,"23"
113736,111928,1,738.1518,"Somewhat agree","Strongly agree","Neither agree nor disagree","Strongly disagree",5,5,5,5,5,5,1,1,4,1,1,2,1,1,1,1,1,4,1,3,3,2,3,3,3,4,1,1,1,1,1,3,3,22.0778,11.61,20,"Teacher has taught 3 years or less",19.29,112,0,4,14,1,0,4,1,5,1,1,1,1,1,2,5,2,1,1,1,2,2,0,1,2,0,1,112,-1.04455418261805,-1.180781759903,-0.410944712717022,-0.137361272861854,-1.19114445522493,0.34806797115757,0.34806797115757,1,"11"
114480,107035,0,44.9953,"Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree",1,2,4,5,4,5,1,2,4,2,1,3,3,2,1,2,2,3,4,1,1,1,2,2,2,3,1,1,1,1,2,4,4,34.6847,0,18,"Teacher has taught 3 years or less",25,99,0,5,10,1,0,7,1,5,1,1,1,1,1,1,4,2,2,1,2,2,2,0,2,-8,0,0,99,-0.198890785147985,-1.30230559430809,-1.16076832892275,-1.63229982266431,0.342854982509628,0.185688092728201,0.185688092728201,1,"65"
114679,104733,0,11.4787,"Strongly agree","Strongly agree","Strongly agree","Somewhat agree",2,3,4,4,3,4,2,2,4,3,1,2,1,1,2,2,2,3,1,3,2,4,3,4,4,4,2,2,4,3,4,1,5,8.4754,0,16,"Teacher has taught 3 years or less",3.75,0,0,13,17,1,0,0,1,5,1,1,1,1,2,-8,0,2,1,1,2,2,1,25,2,-8,0,0,0,-0.0675350676544856,0.703365493157895,0.280563423226213,0.199136651730628,-0.541636244956789,0.346137813415326,0.346137813415326,1,"31"
114697,100090,1,534.8768,"Strongly agree","Strongly agree","Strongly agree","Somewhat agree",3,4,5,3,4,3,1,3,2,2,1,3,2,2,2,2,2,3,1,3,3,4,3,4,3,4,3,2,2,2,3,1,1,472.8899,75,16,"Teacher has taught 3 years or less",11.94,0,24,9,17,1,0,3,1,5,1,1,1,1,1,1,4,2,1,2,2,2,2,24,-8,2,0,1,24,0.120667868235094,0.0287092924284971,0.269992304520668,0.459122361761369,-0.0453034259697845,0.308202662793673,0.308202662793673,1,"98"
114765,110204,1,2019.1478,"Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree",5,5,5,5,5,5,1,1,1,2,2,2,3,2,2,2,1,1,1,2,2,3,3,3,3,4,3,3,3,3,3,1,2,82.4216,14.02,18,"Teacher has taught 3 years or less",13.16,107,0,12,16,1,0,0,1,5,1,1,1,1,1,2,5,2,2,1,1,2,2,0,2,2,0,0,107,-0.255642732744974,0.562632922509032,0.10302560808948,-0.307276048577321,0.195643942044735,0.277295302940637,0.277295302940637,1,"40"
114793,107698,1,9.5816,"Strongly disagree","Somewhat disagree","Somewhat disagree","Strongly disagree",1,3,4,5,3,5,1,1,3,2,2,2,2,2,1,1,1,1,1,2,3,4,4,4,4,4,3,3,4,3,3,2,2,6.7674,0,19,"Teacher has taught 3 years or less",4.79,50,0,13,19,1,0,1,2,5,1,1,1,1,2,-8,0,1,2,2,2,2,2,0,1,-8,0,0,50,-0.646863457868701,0.80414104807158,0.71517287955951,0.384333879087228,-0.512357837886499,0.141334961974336,0.141334961974336,1,"114"
114803,110339,1,99.414,"Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree",5,5,5,5,5,5,1,1,3,1,1,2,2,1,1,1,1,1,1,3,3,4,2,3,3,4,1,3,1,2,3,2,1,80.306,0,20,"Teacher has taught 3 years or less",5.63,0,6,9,13,1,0,1,2,5,1,1,1,1,1,1,5,1,2,1,2,2,2,6,1,-8,0,0,6,-0.921769087130934,0.00475818318508917,-0.298424013925284,0.298538216154442,-0.830851708928857,0.181464379133282,0.181464379133282,1,"171"
114919,108076,1,307.9414,"Strongly disagree","Somewhat agree","Strongly agree","Somewhat disagree",3,1,5,5,4,5,2,3,2,2,2,2,1,1,2,1,2,1,3,3,2,4,4,4,4,4,3,1,1,1,3,1,2,206.2244,0,14,"Teacher has taught 3 years or less",9.38,0,16,6,19,1,0,1,1,5,1,1,1,1,2,-8,0,2,1,2,2,2,2,16,1,-8,0,0,16,0.182049697997286,-0.59250566267976,0.428545926903751,0.198844082433305,-0.730435984670324,0.157817860085319,0.157817860085319,1,"152"
115267,107646,1,15.7626,"Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree",4,3,4,4,4,4,1,1,3,3,1,2,3,2,1,2,2,2,1,3,3,3,3,4,3,3,3,2,3,3,3,1,1,14.708,0,19,"Teacher has taught 3 years or less",2.62,108,0,11,16,1,0,1,1,5,1,1,1,1,1,2,1,1,2,1,1,2,2,0,1,-8,0,0,108,-0.530401491392483,0.449518763107894,0.137835586167261,0.156457455822226,0.0382173465951481,0.263247291936433,0.263247291936433,1,"6"
115366,101321,1,88.3354,"Strongly agree","Strongly agree","Strongly agree","Strongly agree",3,3,2,2,3,4,2,4,3,4,3,3,3,2,2,3,2,3,2,3,2,4,4,4,4,4,3,2,3,3,3,2,5,78.3464,0,12,"Teacher has taught 3 years or less",10.71,0,0,11,19,1,1,0,3,5,1,1,1,1,2,-8,0,2,1,1,1,2,1,20,2,1,0,0,0,0.709477039479451,0.488013814439336,0.568140232843902,0.203520504976325,0.644465459765528,0.373203733623236,0.373203733623236,1,"149"
115690,107823,0,71.3914,"Strongly agree","Strongly agree","Strongly agree","Strongly agree",2,1,5,4,3,5,1,1,4,2,1,3,1,1,1,1,3,4,2,3,2,4,4,4,4,4,3,4,4,2,4,2,4,59.3621,0,18,"Teacher has taught 3 years or less",11.84,0,28,14,19,1,0,1,1,5,1,1,1,1,1,2,3,1,2,2,1,2,2,28,-8,-8,0,0,28,-0.51484634648837,0.696940467641546,0.671222240089916,0.288790550082309,-0.978485280259788,0.117972386290144,0.117972386290144,1,"90"
115766,101375,1,21.0546,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree",4,5,5,4,4,5,1,1,2,1,1,2,2,2,1,2,2,1,1,3,3,3,3,4,4,4,3,3,2,2,3,1,1,19.646,0,19,"Teacher has taught 3 years or less",14.38,0,0,10,18,1,0,0,3,5,1,1,1,1,1,1,5,1,1,1,2,2,2,12,1,-8,0,0,0,-0.612463806578391,0.204438750963009,0.452345051988404,0.233811537330275,-0.263392666836572,0.273325579712431,0.273325579712431,1,"127"
116090,109249,1,42.4861,"Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree",3,3,4,5,5,5,1,1,3,2,1,1,3,2,1,2,1,3,1,2,1,2,3,3,3,4,2,1,1,1,3,4,2,29.4881,0,20,"Teacher has taught 3 years or less",3.13,147,0,6,15,1,0,0,2,5,1,1,1,1,2,-8,0,1,2,1,2,2,2,0,1,-8,0,0,147,-0.953625284366109,-0.759163881898894,-0.310736915759815,-0.969650040216909,0.0175098981903624,0.259198893123097,0.259198893123097,1,"14"
116117,110555,0,28.962,"Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree",3,4,5,5,5,5,2,1,1,4,1,2,3,2,2,2,3,2,1,2,2,3,4,3,2,4,2,1,2,1,4,1,1,21.3844,0,16,"Teacher has taught 3 years or less",10.71,0,0,8,15,1,0,0,1,5,2,2,2,2,2,-8,0,2,2,2,1,2,2,25,-8,2,0,0,0,0.0833260511811852,-0.425138251454422,-0.242572289816222,-0.418955370117316,0.299090991815045,0.0855093786396794,0.0855093786396794,1,"48"
116273,109807,1,450.3691,"Somewhat disagree","Strongly disagree","Somewhat disagree","Strongly agree",5,5,5,5,5,5,1,1,3,2,1,2,3,2,1,2,1,1,1,3,2,3,4,3,3,4,3,3,2,2,3,1,1,22.8746,33.33,20,"Teacher has taught 3 years or less",12.5,0,18,10,17,1,0,1,1,5,1,2,1,1,2,-8,0,2,2,2,1,2,2,18,2,2,0,0,18,-0.755610196874512,0.160735144985339,0.213330079449533,-0.153374925337898,-0.00177406167399235,0.107262745300717,0.107262745300717,1,"113"
116389,106769,1,23.7279,"Somewhat agree","Somewhat agree","Strongly agree","Strongly agree",1,1,3,4,2,4,3,2,4,4,2,3,4,3,2,3,3,3,1,2,1,3,2,3,3,3,2,3,3,2,3,1,2,15.8903,0,13,"Teacher has taught 3 years or less",6.25,0,0,11,13,1,0,1,1,5,1,1,1,1,1,2,4,2,1,1,1,2,2,25,2,2,0,0,0,0.727634036193421,0.117997465757059,-0.458394167656855,-0.763559545041439,1.16925329239908,0.280970889988085,0.280970889988085,1,"61"
116459,103384,1,3109.9824,"Somewhat agree","Somewhat disagree","Strongly agree","Neither agree nor disagree",2,2,5,5,5,5,2,4,4,3,2,2,2,2,2,2,3,1,2,3,3,4,3,3,3,4,3,1,1,1,3,1,2,389.7369,0,12,"Teacher has taught 3 years or less",3.47,0,15,6,16,1,0,1,1,5,1,1,1,1,1,2,5,1,2,1,2,2,1,15,1,-8,0,0,15,0.586262268254735,-0.652009145269599,0.0272116499578006,0.384147102705256,0.109031498551416,0.31506694206329,0.31506694206329,1,"190"
117336,110933,1,54.526,"Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat disagree",2,2,5,4,4,5,1,2,2,4,2,2,4,2,2,2,2,3,1,2,3,3,3,4,3,4,2,2,4,4,4,1,1,50.878,0.6,16,"Teacher has taught 3 years or less",12.28,167,0,14,16,1,1,1,3,5,1,1,1,1,1,1,5,2,2,1,1,2,2,0,2,2,0,0,167,0.0928650967586813,1.10754900171049,0.150752955357203,0.027841533586924,0.513434802367991,0.196042011305189,0.196042011305189,1,"16"
118401,102088,1,136.2826,"Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree",2,4,5,5,5,5,3,2,4,2,3,4,4,4,4,4,4,1,2,4,4,4,4,4,4,4,3,2,3,2,4,1,1,110.4992,0,9,"Teacher has taught 3 years or less",11.04,107,0,11,19,1,0,0,1,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,0,2,-8,0,1,107,1.52569482704714,0.340456723860429,0.69417548922107,1.15475127869876,1.55851352587846,0.142884133364878,0.142884133364878,1,"189"
118656,102956,1,66.2976,"Strongly agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree",5,5,5,5,4,5,1,1,3,2,1,2,1,2,1,1,1,3,1,3,1,1,3,3,2,4,2,2,2,1,3,2,1,46.0145,0,20,"Teacher has taught 3 years or less",10.96,91,0,8,14,1,0,0,3,5,1,1,1,1,1,1,3,2,2,2,1,2,2,0,2,-8,0,0,91,-1.0383216886717,-0.441485549195836,-0.380344660983455,-0.864493729754105,-0.81047363008968,0.0869900234825319,0.0869900234825319,1,"7"
118733,102887,1,802.1381,"Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree",2,3,5,4,4,5,1,2,3,4,2,4,2,2,1,2,2,2,2,2,2,4,1,2,3,4,1,1,1,1,1,1,2,359.4826,0,17,"Teacher has taught 3 years or less",10.71,0,22,4,11,1,0,1,1,5,2,1,1,1,2,-8,0,1,1,1,2,2,2,22,1,-8,0,0,22,0.0506226264121858,-1.35537477693779,-0.79810184415501,-0.387021974403844,0.00890947681328269,0.183881876269884,0.183881876269884,1,"187"
119366,104587,1,579.0478,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree",4,4,4,4,3,4,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,3,3,3,4,2,2,3,2,4,2,1,37.4727,2.78,17,"Teacher has taught 3 years or less",2.22,72,0,11,15,1,0,1,1,5,1,1,1,1,1,1,5,2,1,1,2,2,2,0,-8,2,0,0,72,-0.174471373276383,0.133443581807461,-0.234839133595893,-0.974907706067549,-0.175978109370465,0.474180900179342,0.474180900179342,1,"92"
119864,107427,1,413.5629,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",3,4,5,4,3,4,2,2,2,2,2,2,4,3,2,4,2,3,2,2,1,1,3,3,2,3,1,4,4,2,3,2,3,45.9077,0,15,"Teacher has taught 3 years or less",15,123,0,13,12,1,1,1,3,5,1,1,1,1,1,2,1,2,1,1,2,2,2,0,1,-8,0,0,123,0.380215321191189,0.347801815533346,-0.69477476284337,-1.17744298660211,1.31028613621969,0.287443099673721,0.287443099673721,1,"77"
119994,109420,1,3.6139,"Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree",3,3,3,2,2,2,3,3,3,2,2,2,3,2,3,4,3,3,3,3,3,4,4,4,4,4,3,2,2,2,2,1,1,2.9302,0,11,"Teacher has taught 3 years or less",2.29,0,0,8,19,1,0,1,1,5,1,1,1,1,2,-8,0,1,1,1,2,2,1,12,1,-8,0,0,0,0.904771994745679,-0.0704270282721009,0.532557549651433,0.500494819432258,0.835742886645648,0.484722506167819,0.484722506167819,1,"95"
120153,108477,1,8.8884,"Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree",4,4,4,5,5,5,1,1,4,2,1,2,2,1,1,1,1,2,2,4,2,4,4,4,4,4,3,3,3,3,3,1,1,6.0704,0,20,"Teacher has taught 3 years or less",14.44,118,0,12,19,1,0,1,1,5,1,1,1,1,2,-8,0,1,1,2,2,2,2,0,2,-8,0,0,118,-1.02733595569054,0.688692627774618,0.724691983473318,0.432373875957095,-0.865008413901243,0.184089243171256,0.184089243171256,1,"176"
120293,110836,1,121.8324,"Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree",3,3,5,3,4,5,1,3,4,1,2,3,1,2,2,2,4,1,2,4,3,4,4,4,4,4,2,4,4,3,4,1,3,98.7829,0,13,"Teacher has taught 3 years or less",20,0,18,15,18,1,0,1,1,5,1,1,1,1,1,1,4,1,2,1,2,2,2,18,2,-8,0,0,18,0.427852187359744,1.13179844537708,0.56627416364982,0.891100665039794,-0.253678571951237,0.198060361564185,0.198060361564185,1,"159"
120380,104233,1,2050.381,"Strongly agree","Strongly agree","Strongly agree","Somewhat agree",3,3,4,4,4,4,2,2,4,2,1,2,3,3,2,2,2,4,2,3,3,4,3,3,3,4,2,1,1,1,2,3,1,313.9713,48.39,16,"Teacher has taught 3 years or less",0,0,31,5,15,1,0,0,3,5,1,1,1,1,2,-8,0,2,1,1,1,2,2,31,1,1,0,0,31,0.179696234478307,-0.866793156463576,-0.179199746910019,0.247742875748033,0.408660129565332,0.22353284092756,0.22353284092756,1,"116"
120555,105249,1,860.1774,"Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree",2,2,4,4,4,4,1,1,2,4,1,2,1,1,1,1,1,4,2,3,3,4,4,3,3,4,3,2,3,2,2,2,1,115.1441,80.65,20,"Teacher has taught 3 years or less",15.79,0,31,9,17,1,0,2,1,5,1,1,1,1,1,1,3,1,2,1,1,2,2,31,2,2,0,0,31,-1.11206449084169,0.00992117661887891,0.309510617354165,0.481663840537574,-1.28884906357332,0.279970479868908,0.279970479868908,1,"97"
120786,106056,1,825.1361,"Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree",4,4,5,5,5,5,1,1,2,3,1,1,1,1,1,1,1,4,1,3,2,3,3,3,4,3,3,3,1,2,2,1,1,96.6998,96.67,20,"Teacher has taught 3 years or less",3.75,0,30,8,16,1,0,3,1,5,1,1,1,1,1,1,4,1,1,1,1,2,2,30,1,1,0,0,30,-1.45823782552002,-0.0876440198819344,0.0821691282769515,-0.128618501587671,-1.33910320736262,0.482771182304799,0.482771182304799,1,"68"
120787,110831,1,86.2296,"Strongly agree","Somewhat agree","Strongly agree","Strongly agree",4,5,5,4,5,5,1,1,2,4,1,3,4,2,3,2,3,2,1,2,1,2,3,3,4,2,1,1,2,1,3,2,1,73.4868,2.13,16,"Teacher has taught 3 years or less",1.88,94,0,7,13,1,0,1,1,5,1,1,1,1,2,-8,0,2,1,2,2,2,2,0,2,2,0,0,94,0.274461151725201,-0.696001578376837,-0.650728146927465,-0.995964243110882,0.66880549684716,0.194442165801731,0.194442165801731,1,"131"
120839,107642,1,35.8052,"Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree",4,4,5,5,4,5,2,3,4,4,3,4,4,2,3,4,4,2,2,3,2,3,3,3,3,2,1,1,2,2,3,1,1,26.9981,0,10,"Teacher has taught 3 years or less",9.38,78,0,8,12,1,0,0,1,5,1,1,1,2,2,-8,0,1,1,2,2,2,2,0,-8,-8,0,0,78,1.25151036030108,-0.287201183293548,-0.668338281642309,-0.321791543187258,1.32141716639315,0.262005489441919,0.262005489441919,1,"79"
121546,106765,1,47.6836,"Somewhat disagree","Strongly agree","Strongly agree","Somewhat disagree",3,4,4,5,5,2,3,3,2,1,3,4,2,2,3,4,3,1,1,4,4,4,3,4,4,4,3,3,4,3,4,1,2,47.6839,50,10,"Teacher has taught 3 years or less",0,0,14,14,18,1,0,1,1,5,1,1,1,1,1,1,3,2,2,1,1,2,2,14,-8,2,0,0,14,1.16111090330171,0.980043835593752,0.680222890457389,1.27919612012487,0.613583382030085,0.338132206644177,0.338132206644177,1,"155"
121724,110724,1,707.4301,"Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree",4,4,4,4,4,4,2,2,3,3,1,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,2,2,2,3,2,3,108.5595,40,15,"Teacher has taught 3 years or less",18.75,0,25,9,18,1,0,1,1,5,1,1,1,1,1,1,2,2,1,1,2,2,2,25,2,2,0,0,25,0.251825555545661,-0.0199449772047981,0.214371324198908,-0.422936809974595,0.122713159548756,0.372879933965269,0.372879933965269,1,"148"
121801,106461,1,87.8614,"Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree",5,3,4,4,4,5,1,2,2,3,1,2,3,2,2,2,2,1,2,3,3,3,3,4,4,3,3,3,3,2,3,1,1,74.8776,0,17,"Teacher has taught 3 years or less",10,87,0,11,17,1,1,0,3,5,1,1,1,1,1,2,3,2,2,1,2,2,2,0,2,-8,0,0,87,-0.0863453739279807,0.265392360750078,0.247634689872621,0.195787306742596,0.178011943053188,0.201968948927566,0.201968948927566,1,"182"
122005,109352,0,52.6913,"Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree",5,5,5,5,5,5,4,3,3,4,3,4,4,1,4,3,2,1,2,1,1,1,1,1,3,1,1,1,1,2,2,3,5,41.8371,0,9,"Teacher has taught 3 years or less",10,60,0,6,7,1,0,0,1,5,1,1,1,1,2,-8,0,1,1,1,2,2,1,0,1,-8,0,0,60,1.36632563874116,-0.644075410422792,-1.45556695805146,-1.57282388178475,1.08627534028156,0.506173194435014,0.506173194435014,1,"101"
122571,103742,1,365.595,"Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat agree",4,4,4,4,5,5,1,2,4,2,1,2,1,2,2,2,3,2,2,4,3,4,4,4,4,4,4,3,4,4,4,1,1,337.5197,10.53,16,"Teacher has taught 3 years or less",5.71,0,19,15,20,1,1,0,3,5,1,1,1,1,1,2,2,2,1,2,1,2,1,19,2,2,0,1,19,-0.0947775441459786,1.44997456116397,1.22426603321434,1.05716619429709,-0.446312457214539,0.296570734780298,0.296570734780298,1,"133"
122905,111649,1,511.5246,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree",3,1,4,4,3,4,3,3,3,2,4,4,2,4,3,4,2,3,3,4,3,4,3,4,4,3,3,3,1,1,1,1,1,226.6539,0,10,"Teacher has taught 3 years or less",11.84,0,24,6,17,1,1,1,3,5,1,1,1,1,2,-8,0,1,2,1,2,2,2,24,1,-8,0,0,24,1.23713519894354,-0.52571000295633,0.163731098696611,0.611070964966039,0.987358184581111,0.160518745054132,0.160518745054132,1,"30"
123471,110470,1,29.1764,"Strongly disagree","Somewhat agree","Strongly agree","Strongly disagree",4,1,5,3,2,5,2,1,3,4,1,2,4,4,2,2,1,2,1,2,1,2,2,4,3,4,3,1,1,1,3,1,1,19.9263,3.92,18,"Teacher has taught 3 years or less",25,153,0,6,16,1,0,2,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,0,1,2,0,0,153,-0.100404210751078,-0.734970938050574,-0.145259004332807,-0.936285530459935,0.843036110370908,0.231812870629272,0.231812870629272,1,"104"
123554,111182,1,52.1665,"Strongly disagree","Strongly agree","Somewhat agree","Neither agree nor disagree",4,3,5,5,2,5,3,2,4,3,2,4,3,2,2,4,3,2,4,2,2,3,2,3,2,4,2,2,1,1,2,4,3,37.1727,0,13,"Teacher has taught 3 years or less",8.77,114,0,6,13,1,1,0,3,5,1,1,1,1,2,-8,0,2,1,1,2,2,2,0,2,-8,0,0,114,0.815194743650431,-0.738287337868263,-0.515719949971076,-0.491981070218279,0.91714150835984,0.277010260348207,0.277010260348207,1,"164"
123746,104478,1,36.9522,"Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree",3,2,5,5,5,3,2,1,4,1,1,3,2,1,2,2,2,3,1,3,3,4,3,4,4,4,3,3,3,3,3,1,2,31.4915,0,17,"Teacher has taught 3 years or less",7.5,0,0,12,18,1,0,1,1,5,1,1,1,1,1,2,4,2,1,1,1,2,2,28,2,-8,0,0,0,-0.0523920529255724,0.655654831525815,0.556061268022767,0.585831926311642,-0.30824936882072,0.233651264027688,0.233651264027688,1,"89"
123945,100277,1,164.8804,"Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree",2,4,5,5,4,5,2,2,4,3,2,4,2,2,2,3,2,2,2,2,2,4,4,3,4,4,2,1,1,2,2,4,5,133.6862,0,15,"Teacher has taught 3 years or less",10,0,19,6,17,1,0,1,1,5,1,1,1,1,1,1,3,1,2,2,2,2,2,19,2,-8,0,0,19,0.437847171220066,-0.391499600542028,0.0581384305402633,-0.138154210429248,0.34473688174915,0.116756882008819,0.116756882008819,1,"27"
124312,108588,0,18.7993,"Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree",4,4,5,5,4,5,1,1,4,2,1,2,2,2,2,2,2,1,1,3,3,2,3,4,4,4,2,3,3,4,4,4,5,15.186,0,18,"Teacher has taught 3 years or less",1.67,0,12,14,17,1,0,0,2,5,1,1,1,1,2,-8,0,2,2,1,1,2,1,12,2,-8,0,1,12,-0.340218564747229,1.16921464438278,0.339347718255043,0.106245236254836,-0.127570174453591,0.364359254952159,0.364359254952159,1,"203"
124353,104314,1,111.4025,"Neither agree nor disagree","Strongly agree","Strongly disagree","Somewhat agree",1,1,4,3,3,2,1,2,4,1,2,2,2,2,1,3,2,2,2,4,4,4,4,4,4,4,3,1,2,2,2,1,1,98.805,0,17,"Teacher has taught 3 years or less",2.86,0,18,7,19,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,18,2,-8,0,1,18,-0.129029964656765,-0.155540037857088,0.68871767906128,1.12506088069136,-0.0092648302772172,0.222417194233207,0.222417194233207,1,"198"
