"pid","y11","y21","y12","y22","y13","y23","y14","y24","income","h_num","age","sex","edu","spouse","x"
170401,2,3,2,2,3,3,3,3,11150,2,47,1,9,1,1
170601,4,4,4,3,3,4,4,3,1780,1,50,0,6,0,0
170801,4,4,2,2,3,4,3,3,1640,2,50,1,9,1,1
171001,4,3,2,2,3,3,3,2,6300,4,51,1,12,1,1
171601,3,4,3,3,5,4,3,3,720,1,49,1,9,0,0
171801,2,2,2,2,3,3,2,2,8490,3,45,1,9,1,1
171802,2,2,3,2,3,3,2,2,8490,3,45,0,9,1,1
172501,5,4,4,3,3,3,3,3,4920,3,51,1,12,1,0
172502,5,4,4,2,3,3,3,3,4920,3,48,0,6,1,0
173702,3,3,3,2,3,3,2,3,960,1,49,0,9,1,1
173901,4,3,2,2,3,3,2,2,1654,2,47,1,12,1,1
173902,4,3,3,2,3,3,2,2,1654,2,45,0,12,1,1
174201,5,4,4,3,3,2,2,2,5760,5,49,0,12,1,0
174203,5,4,4,3,3,3,2,2,5760,5,53,1,12,1,0
174401,5,5,4,2,3,4,3,3,2932,2,53,1,6,1,0
174402,5,5,4,2,3,4,3,3,2932,2,47,0,6,1,0
175102,5,5,2,2,5,4,2,2,960,4,49,1,9,1,0
175103,5,4,4,3,5,5,2,2,960,4,47,0,9,1,1
175201,5,2,3,2,4,4,2,2,530,1,56,0,6,0,0
175401,3,4,3,2,2,3,3,2,8264,3,48,1,9,1,1
175501,4,4,3,2,3,3,3,2,3288,2,53,1,9,1,1
176001,3,4,3,2,3,3,3,2,2716,2,51,1,12,1,1
177903,3,3,3,2,4,3,3,2,14660,3,48,1,9,1,1
178101,3,3,3,2,3,3,2,2,2516,2,59,1,16,1,1
178102,3,3,3,2,3,3,3,2,2516,2,55,0,9,1,1
178301,4,3,5,3,3,2,3,2,6652,2,48,0,16,0,0
178401,3,2,2,2,3,3,1,1,3460,4,49,1,16,1,1
178802,3,2,2,2,1,3,3,3,5680,2,55,0,16,1,1
179301,4,4,2,2,4,3,5,4,2490,2,51,1,9,1,1
179801,3,2,3,2,3,3,3,2,10860,2,54,1,12,1,1
180401,4,4,2,3,5,4,3,4,624,1,54,0,0,0,1
180501,5,5,4,3,3,3,2,3,1680,1,47,0,6,0,0
181302,4,3,3,3,3,3,4,2,3050,2,47,0,0,1,1
182601,3,3,3,2,3,2,2,2,6620,3,48,1,12,1,1
183202,4,4,4,2,3,2,3,3,3032,2,58,0,6,1,1
184501,4,4,3,3,4,3,3,3,890,2,49,1,6,1,1
184701,4,4,3,3,3,3,3,3,2500,2,47,1,9,1,1
185202,5,4,4,2,4,4,4,3,476,1,59,0,6,1,0
185301,3,3,4,3,3,3,3,2,4457,3,48,1,9,1,1
185302,3,4,4,3,3,2,2,2,4457,3,51,0,6,1,1
185402,5,5,4,2,4,4,4,3,1320,2,50,0,9,1,0
185501,4,5,4,3,5,4,4,3,640,1,57,0,6,1,0
185701,4,4,4,3,3,3,3,3,2908,1,55,1,6,1,0
186001,4,4,4,3,4,4,3,3,2400,2,55,0,6,0,1
186701,4,4,4,2,2,2,2,2,4800,2,45,1,12,1,1
186801,5,4,3,2,4,3,3,2,1900,2,46,1,12,1,0
186802,5,4,3,3,4,3,3,2,1900,2,45,0,9,1,0
187501,5,4,3,3,2,2,2,2,5836,3,57,1,9,1,1
187601,5,4,4,3,4,3,3,3,3170,2,52,1,12,1,0
187702,3,4,4,3,4,4,4,3,1100,2,59,0,9,1,0
188203,4,4,3,2,3,3,3,1,3398,2,51,1,6,1,0
188204,4,4,4,2,3,3,3,1,3398,2,48,0,6,1,1
188701,3,3,3,2,4,3,3,2,2976,3,53,1,6,1,0
188702,3,4,4,2,4,3,3,2,2976,3,51,0,6,1,1
189101,4,4,3,2,4,4,4,4,976,2,55,1,9,1,0
189102,4,4,4,3,3,2,2,2,740,1,51,0,6,1,0
189702,2,3,3,2,2,2,2,2,864,2,54,1,9,1,1
189901,4,3,3,2,4,3,3,2,3960,2,49,1,12,1,1
190301,5,4,4,4,3,3,2,3,3000,1,47,1,9,0,0
190501,5,4,3,4,5,4,4,3,3340,2,50,1,6,0,1
190901,5,4,4,2,5,4,3,3,1794,2,53,1,9,1,0
190902,5,4,4,2,5,4,3,2,1794,2,52,0,6,1,0
191702,5,2,3,2,3,3,3,2,7540,3,48,1,12,1,0
192801,4,4,4,3,5,5,4,3,842,1,45,0,9,0,0
193001,3,4,4,2,3,3,2,2,2058,2,56,1,12,1,0
193002,3,3,4,3,3,3,2,2,2058,2,51,0,6,1,0
193202,3,4,4,3,4,4,4,3,3011,2,48,0,6,1,0
193501,4,4,4,3,2,2,2,2,1240,1,51,1,6,1,0
193801,5,4,3,3,3,1,1,1,2700,2,46,1,12,1,0
194001,3,3,3,2,4,4,3,3,3228,2,59,1,9,1,1
194902,5,5,4,3,4,4,4,3,1670,2,56,1,9,1,0
194903,5,5,4,3,4,4,4,3,1670,2,49,0,6,1,0
195001,3,3,3,3,3,3,4,3,6714,3,51,1,12,1,1
195002,3,3,3,3,3,3,3,3,6714,3,45,0,12,1,1
195503,5,5,5,4,3,2,2,2,2680,2,46,0,6,1,0
197201,3,2,3,2,3,3,3,2,2724,2,56,1,12,1,1
197901,4,4,4,2,3,3,2,2,1390,2,57,1,12,1,1
197902,4,4,4,2,3,2,2,2,1390,2,55,0,6,1,0
200101,4,4,4,2,3,3,4,2,1406,2,52,0,6,0,1
201201,3,4,2,2,3,4,2,3,7340,2,47,1,12,1,1
201501,5,5,4,2,4,5,3,4,636,1,56,0,0,0,0
201801,3,2,2,2,3,3,3,2,8410,2,49,1,12,1,1
202201,4,5,5,2,3,3,3,3,3490,2,49,1,6,1,0
202401,3,3,3,3,3,3,2,2,3426,2,52,1,6,0,0
202501,4,4,4,2,3,3,4,2,6040,4,46,1,9,1,1
203601,3,3,2,2,2,2,3,2,5060,2,50,1,9,1,0
204701,4,4,4,3,3,3,3,2,3384,2,57,1,16,1,1
205901,4,4,3,2,3,3,3,2,1940,2,47,1,16,1,1
208601,4,2,3,2,4,3,3,2,6220,3,52,1,12,0,1
209401,3,3,2,2,2,2,2,2,2120,1,46,0,12,0,1
210002,4,5,4,3,3,3,3,3,2040,1,46,0,9,1,0
210301,4,4,4,3,5,3,3,3,750,1,52,0,6,0,0
211201,4,4,4,2,3,3,3,3,1208,2,57,1,12,1,1
211202,4,4,4,2,3,2,2,3,1208,2,54,0,6,1,0
211901,4,4,4,3,5,3,3,3,1664,2,51,1,9,1,0
212401,2,2,2,1,2,2,2,2,4960,3,54,1,12,1,1
212402,2,2,3,1,2,2,2,2,4960,3,54,0,6,1,1
213102,3,4,3,3,3,3,2,2,2198,2,54,0,6,1,1
213202,2,2,3,2,3,3,2,2,5068,4,51,1,16,1,1
213801,3,3,3,2,3,3,3,2,2436,1,48,1,6,1,1
213802,3,3,3,2,3,4,2,2,4494,2,45,0,6,1,1
213902,4,3,3,2,3,4,3,2,3750,2,45,0,6,0,0
214101,3,3,4,2,3,3,2,2,5512,3,50,1,12,1,1
214102,3,4,4,1,3,3,2,2,5512,3,47,0,9,1,1
215201,5,4,4,3,5,4,4,3,2480,1,45,0,9,0,0
216101,4,3,3,2,2,3,3,3,7444,3,52,1,6,1,0
216102,4,4,4,2,2,3,3,3,7444,3,46,0,6,1,1
216301,3,4,3,3,3,2,2,2,8050,2,49,1,9,1,0
216502,3,4,3,3,3,3,2,2,838,1,58,0,6,1,1
216801,3,3,3,2,3,4,2,3,2204,1,48,1,12,1,1
216901,3,3,3,3,3,3,3,3,1050,1,51,0,6,0,0
217101,4,4,3,2,3,2,3,2,1339,2,58,1,9,1,0
217201,3,3,3,2,4,4,3,3,840,1,56,0,12,0,0
218201,3,4,4,3,3,2,2,2,8206,5,51,1,6,0,0
219201,4,4,3,3,3,3,3,3,1300,2,46,1,12,1,1
219301,3,3,3,2,4,4,3,3,2234,3,58,1,12,1,1
220401,4,3,3,2,4,3,3,3,4416,4,46,1,12,1,1
220901,3,3,3,3,3,4,3,3,1296,1,55,0,9,1,1
221203,3,3,4,3,3,4,3,2,2160,2,54,1,16,1,1
221601,4,3,3,2,3,3,2,2,2868,2,50,1,12,1,1
222401,4,3,3,2,3,3,2,3,5338,3,49,0,9,1,1
222402,4,3,3,2,3,3,3,3,5338,3,52,1,12,1,1
222501,3,3,3,2,3,3,2,3,2058,1,48,1,14,1,1
222801,4,4,3,3,4,4,3,2,6013,3,47,1,9,1,1
223701,4,4,3,2,3,3,3,2,1944,2,52,1,12,1,0
224002,3,3,3,2,3,3,3,2,4545,2,50,0,12,1,1
224401,4,4,4,2,5,4,3,2,1010,2,59,1,6,1,0
225401,4,4,4,2,4,4,3,2,1010,1,58,1,12,0,1
227302,5,4,4,3,3,3,3,3,1838,1,56,0,6,1,0
227401,3,4,4,3,4,4,4,2,5090,2,48,1,6,1,1
227902,3,4,4,3,3,3,3,3,4690,2,55,0,16,1,1
229901,5,3,3,3,4,4,3,3,1330,2,48,1,6,1,1
230401,4,4,3,2,3,4,3,2,5256,2,46,1,12,1,0
230501,5,4,4,2,4,4,3,2,3100,3,46,1,9,1,0
230701,4,4,4,4,2,3,2,2,2784,2,49,1,6,1,1
231002,5,4,4,2,3,3,2,2,3680,2,49,0,9,1,0
233001,4,3,3,2,3,4,3,2,8760,4,49,1,12,1,0
233002,4,3,3,2,3,3,2,2,8760,4,49,0,12,1,0
233601,2,3,2,2,3,3,2,3,8890,3,53,1,12,1,0
233602,2,3,3,2,3,3,2,2,8890,3,47,0,6,1,0
234101,4,3,3,2,3,3,2,2,2781,2,58,1,6,1,0
234602,3,3,2,2,3,3,3,3,1682,3,48,0,12,1,1
234703,3,3,3,3,3,3,3,3,964,1,58,0,6,1,0
234901,2,3,3,2,3,3,2,2,4492,2,48,1,12,1,1
235002,3,3,3,2,3,3,2,2,1072,3,52,0,6,1,1
235401,3,3,2,2,3,4,3,2,14000,4,46,1,16,1,1
235801,3,4,3,2,3,3,2,3,8400,2,50,1,12,1,1
236301,3,3,3,2,3,3,3,3,6700,5,45,1,6,1,1
236401,4,3,3,2,3,3,3,3,1744,3,50,1,16,1,0
236402,4,3,4,2,3,3,3,3,1744,3,49,0,16,1,0
236502,4,4,3,3,3,3,3,3,7980,5,45,1,6,0,0
236801,4,3,3,2,3,3,3,2,2424,1,56,0,6,0,0
236902,4,3,3,2,3,3,3,3,2032,1,53,0,6,1,1
237201,3,3,4,2,2,3,2,2,9112,2,55,1,9,1,1
237202,3,3,3,2,2,3,2,2,9112,2,52,0,9,1,1
237801,4,3,3,2,3,3,3,3,2450,2,50,1,12,1,1
237901,3,3,2,2,3,3,2,2,5600,3,45,1,16,1,0
238001,3,3,2,2,3,3,3,3,5360,2,52,1,12,1,1
238002,3,3,3,2,3,3,3,3,5360,2,53,0,12,1,1
238101,3,3,2,2,3,3,2,2,9080,3,49,1,12,1,1
238201,3,2,2,2,2,2,2,2,9592,3,56,1,9,1,1
238202,3,2,2,2,2,2,2,2,9592,3,52,0,9,1,1
238801,3,3,3,2,3,3,3,2,2484,2,55,1,12,1,1
238901,3,3,3,2,4,3,2,2,6492,2,49,1,12,1,1
239001,5,4,4,3,3,2,2,2,5430,3,46,1,9,1,0
239102,3,3,2,2,2,2,3,2,9140,3,48,0,6,1,1
239901,5,4,4,3,4,3,3,2,9168,4,47,1,12,1,0
240801,5,4,4,2,3,3,2,2,5960,2,45,1,12,1,0
241001,4,4,4,3,4,3,3,3,4632,3,49,1,9,1,0
241002,4,3,3,2,4,3,2,3,4632,3,47,0,9,1,1
241401,5,4,4,2,3,3,2,2,5902,3,54,1,12,1,0
242103,5,4,4,2,3,4,3,2,7400,3,48,0,9,1,1
242401,3,4,4,2,3,2,2,2,2052,1,48,1,12,1,1
242501,5,4,4,3,3,3,2,2,4310,1,48,1,9,1,0
242601,5,4,4,3,3,3,2,2,3989,3,52,1,9,1,0
243802,4,4,4,3,3,3,2,2,7706,2,52,0,6,1,0
244101,3,4,4,3,3,3,2,2,8534,3,51,1,12,1,0
244102,3,4,4,3,3,2,2,2,8534,3,47,0,12,1,0
244201,4,4,4,3,3,3,2,2,6035,4,46,1,6,1,1
245101,4,4,4,2,4,4,3,2,4020,3,46,1,12,1,0
245701,5,4,4,3,4,3,3,2,6620,3,46,0,9,0,0
246001,3,4,3,2,4,4,4,3,1716,2,58,1,6,1,0
246002,3,3,3,2,4,4,4,3,1716,2,54,0,6,1,0
247501,4,3,3,2,3,3,2,2,15730,3,45,1,16,1,1
248301,4,3,3,3,3,3,3,3,2282,2,55,1,9,1,1
248302,4,4,4,2,3,3,3,3,2282,2,50,0,6,1,1
249301,5,5,4,2,4,3,3,3,1800,1,45,1,6,1,0
249702,4,4,4,3,3,3,3,2,3060,2,55,0,6,1,0
250301,4,2,3,3,2,2,2,2,4526,2,52,1,12,1,1
250302,4,3,4,3,2,2,3,2,4526,2,48,0,12,1,0
250501,5,4,4,2,3,3,2,2,1198,2,55,1,9,1,1
251601,4,4,4,3,3,3,3,3,442,2,57,1,12,1,0
252101,5,5,4,3,3,3,3,2,1250,2,49,1,6,1,0
252501,4,3,3,3,2,3,2,2,5480,2,57,1,16,1,1
252702,4,3,4,4,3,3,3,3,700,1,59,0,0,1,0
253901,3,4,3,2,3,3,3,1,4470,2,46,1,12,1,0
254503,5,5,4,3,3,3,2,2,9600,3,47,0,6,1,0
254601,5,5,4,3,3,3,3,3,5250,3,53,1,0,1,0
255001,4,3,4,3,2,3,2,2,4380,2,53,1,16,1,1
256101,4,4,3,2,3,3,2,2,7890,3,51,1,16,1,1
256601,4,4,2,2,3,2,2,2,3510,2,51,1,12,1,1
256602,4,4,3,2,3,2,2,2,3510,2,49,0,9,1,0
258501,3,3,3,2,3,3,3,3,1343,1,55,0,6,0,1
259201,5,5,3,2,3,2,2,2,1732,1,53,1,12,1,0
259401,4,4,3,2,4,4,4,3,2634,4,51,1,6,1,0
261301,3,3,4,2,4,4,4,2,1150,1,55,0,0,0,0
261901,3,4,4,2,4,3,4,2,2424,2,58,1,9,1,0
261902,3,4,4,3,4,4,4,2,2424,2,58,0,0,1,0
262601,2,3,3,2,3,2,2,2,4380,2,54,1,6,1,1
262602,2,2,4,2,3,3,2,2,4380,2,52,0,6,1,1
262701,5,3,3,4,4,4,4,4,1500,1,46,1,6,0,0
262801,5,4,3,3,2,3,3,2,3204,3,49,1,14,1,0
263101,3,3,3,3,3,2,3,3,1694,2,53,1,6,1,1
263102,3,3,3,2,3,3,3,3,1694,2,49,0,6,1,1
264001,5,4,3,3,4,3,3,3,1886,4,59,1,6,1,1
264601,3,3,2,2,3,2,2,2,2510,3,49,1,6,1,1
264801,3,4,4,3,3,2,2,2,3544,1,52,1,16,0,1
264902,2,2,3,2,2,2,2,2,8217,1,45,0,16,1,1
265102,5,5,4,3,3,3,3,3,1584,1,51,0,9,1,0
265201,3,3,3,3,3,3,2,2,4330,2,52,1,12,1,1
265701,3,4,3,2,5,4,3,2,1159,2,57,1,6,1,1
265901,4,4,4,2,2,2,2,2,5400,2,58,1,6,1,1
265902,4,4,4,2,2,2,2,2,5400,2,52,0,6,1,1
266201,5,4,3,3,4,3,3,2,3692,4,53,1,6,1,0
266401,5,4,3,3,5,4,3,2,3225,4,52,1,12,1,1
266601,3,3,3,2,5,2,2,2,8990,5,46,1,18,1,1
267202,3,3,4,3,4,3,2,2,914,1,51,0,6,1,0
267601,4,4,3,3,3,3,3,2,1380,2,59,0,6,0,1
267701,4,3,3,2,4,3,2,2,798,2,54,1,12,1,1
267702,4,3,4,3,4,4,2,2,798,2,47,0,12,1,1
267801,3,3,3,3,4,3,2,2,9634,3,56,1,12,1,0
267901,4,4,4,2,4,3,2,2,3026,2,54,1,6,1,0
267902,4,4,4,2,4,3,4,2,3026,2,53,0,6,1,1
268701,5,3,3,2,3,3,2,2,4290,2,51,1,18,1,1
269301,5,4,4,2,4,4,3,2,1658,2,53,1,6,0,1
270201,5,4,3,2,3,3,2,2,1226,3,52,1,12,1,0
270401,4,3,3,2,3,3,2,3,7624,3,45,1,14,1,1
270601,3,3,2,1,3,3,3,3,7880,3,49,1,12,1,1
271301,3,2,3,2,2,3,3,3,4260,3,46,1,18,1,1
272801,5,4,4,3,4,4,4,2,961,2,59,1,9,1,1
273501,2,2,3,2,1,2,2,2,14380,2,49,1,16,1,1
273502,2,1,1,1,1,2,2,2,14380,2,48,0,16,1,1
273701,5,4,4,2,3,3,3,2,2800,2,51,1,9,1,1
273702,5,4,4,2,3,3,2,3,2800,2,51,0,6,1,0
273801,3,4,3,2,3,3,3,1,358,2,58,1,12,1,1
273802,3,4,3,2,3,3,2,1,358,2,56,0,12,1,1
274002,3,3,4,2,2,3,3,2,1554,2,59,0,0,1,0
274801,4,3,4,2,3,2,2,2,540,1,46,0,6,1,0
275502,4,3,4,2,3,3,2,3,6216,3,54,0,6,0,1
276101,5,5,4,2,3,3,3,2,3220,3,51,1,12,1,1
277302,5,3,4,2,3,2,3,2,3890,2,47,0,9,1,1
278201,3,3,3,2,3,3,3,2,6392,3,48,1,6,1,1
278501,5,4,4,2,4,3,3,2,4032,1,55,1,9,1,1
278701,-1,4,3,2,3,3,3,3,9742,4,48,1,9,1,1
279702,4,5,4,3,4,3,3,2,2990,1,51,0,9,1,0
280602,4,3,3,2,4,3,3,3,6832,5,58,0,12,1,1
280701,3,4,4,2,3,3,3,2,3060,2,46,1,9,1,1
280802,5,5,4,2,4,3,3,2,5256,1,52,0,9,1,1
280901,2,3,3,2,3,3,3,2,3680,4,53,1,12,1,1
280902,2,3,2,2,3,3,3,2,3680,4,49,0,9,1,1
281501,3,3,3,2,3,3,3,2,6634,2,53,1,12,1,1
281502,3,3,3,2,3,3,3,2,6634,2,50,0,9,1,1
281601,2,2,2,2,3,3,3,2,1640,2,52,1,9,1,1
281602,2,2,2,2,3,3,3,3,1640,2,48,0,9,1,1
281702,4,4,3,3,3,3,3,2,2760,1,51,0,6,1,0
283001,5,4,4,2,3,3,3,3,3170,2,50,1,9,1,0
283901,3,3,3,2,2,2,2,2,3150,2,51,1,6,1,1
284301,5,5,4,3,5,3,2,2,1929,1,49,0,12,0,0
284801,3,3,2,2,3,2,2,2,11366,3,50,1,9,1,1
285101,3,3,3,2,3,2,2,2,6120,2,53,1,12,1,1
285701,3,4,3,3,3,2,2,2,5400,3,48,1,12,1,1
286202,3,3,3,2,3,3,3,2,2740,1,50,0,9,1,1
286402,3,3,3,3,2,3,3,2,7730,3,52,0,6,1,1
286601,4,4,4,3,4,3,3,2,3558,2,49,1,9,1,0
286901,3,3,3,3,4,3,2,2,240,1,53,1,6,1,0
287001,5,5,4,3,3,3,3,3,1320,1,58,0,0,1,0
287701,3,3,3,2,3,3,2,2,4920,4,46,1,12,1,0
287901,4,3,3,2,3,2,2,2,9660,2,48,1,12,1,0
288301,3,3,3,3,3,3,3,3,2234,2,58,1,9,1,0
288601,3,3,3,2,3,3,3,3,6000,3,47,1,14,1,0
289302,3,3,2,2,4,3,2,2,1164,2,55,0,6,1,1
289501,2,2,3,2,3,3,2,2,2150,2,59,1,6,1,1
289502,2,2,2,2,3,3,2,2,2150,2,55,0,6,1,0
289801,4,3,3,3,3,2,2,2,4960,2,49,1,9,1,1
290901,4,3,4,4,3,3,2,3,3670,1,59,1,6,1,1
291901,4,3,3,2,3,3,2,3,4165,3,56,1,16,1,1
291902,4,3,3,2,3,3,4,3,4165,3,58,0,6,1,1
292601,3,3,2,1,4,4,3,2,1894,2,54,1,16,1,1
292801,3,5,4,2,4,3,3,3,3215,2,56,1,6,1,0
292802,3,3,4,2,4,3,2,2,3215,2,53,0,6,1,1
293401,3,3,4,2,3,3,3,3,2710,3,49,1,12,1,1
295101,3,4,4,3,2,3,2,2,2800,2,56,1,12,1,1
295801,3,4,4,2,2,3,2,3,8360,4,53,1,12,1,1
296001,3,3,3,3,3,3,3,3,3600,2,46,1,9,1,0
296002,3,4,3,3,3,2,2,2,3600,2,45,0,6,1,1
296601,4,4,3,2,3,4,3,3,4230,3,45,1,6,1,1
296801,3,4,3,3,3,3,2,2,2205,2,51,0,6,0,0
298501,4,3,4,3,3,3,2,2,2592,2,52,1,9,1,0
299901,3,3,3,2,4,4,3,3,2160,3,46,1,12,1,1
300202,3,3,3,2,3,2,2,2,11400,5,57,0,6,1,1
300401,4,4,4,3,5,3,3,2,1234,3,54,1,9,1,0
300402,4,4,4,2,5,4,4,3,1234,3,50,0,12,1,0
301802,3,3,3,2,3,3,3,2,9120,5,46,1,12,1,1
302401,3,3,4,2,4,3,3,2,5310,4,45,1,6,1,1
305502,4,3,3,2,3,3,3,2,7660,3,51,0,9,1,1
305801,4,4,3,2,4,4,3,2,6330,4,46,1,9,1,1
307801,4,4,3,2,3,3,3,2,5400,3,46,1,12,0,1
308001,3,3,4,3,3,4,3,3,4800,3,48,1,16,1,1
308301,3,3,3,3,2,2,2,2,43300,5,47,1,16,1,1
310502,4,4,3,3,4,4,2,3,1200,2,53,0,9,1,1
310601,5,4,4,3,4,4,4,3,910,2,53,1,6,1,0
311501,4,4,5,2,3,3,2,2,6380,3,50,1,6,1,0
312001,4,3,3,3,4,4,4,3,2310,2,53,1,6,1,1
312002,4,4,4,3,4,4,4,3,2310,2,51,0,6,1,1
312101,4,4,4,2,5,4,4,3,2800,3,45,1,12,1,1
312801,3,3,3,3,2,3,3,2,5266,3,58,1,12,1,1
313001,4,3,3,3,3,3,3,3,990,1,49,1,9,0,1
313101,3,3,3,3,4,3,3,3,736,2,54,1,0,1,1
313201,3,3,3,3,3,3,4,2,3550,2,47,1,12,1,1
313301,3,3,4,3,3,3,3,3,1300,1,47,0,6,0,1
314601,4,4,3,3,2,2,2,2,9579,3,47,1,16,1,1
314701,3,4,3,3,4,4,4,3,3800,3,46,1,9,1,1
314901,3,2,2,2,4,4,2,2,1090,1,58,0,0,0,0
315201,3,4,4,2,3,3,4,3,4690,4,51,1,6,1,0
315202,3,4,4,2,3,3,4,4,4690,4,47,0,6,1,1
316401,3,4,3,3,3,3,3,3,7800,3,46,1,12,1,1
317001,3,4,3,3,3,2,3,3,7400,2,45,1,12,1,1
318701,-1,4,3,3,2,2,2,2,6040,3,49,1,6,1,1
319301,3,4,4,3,4,3,3,3,2310,2,52,1,12,1,1
319302,3,4,4,3,4,3,3,3,2310,2,47,0,12,1,1
319801,3,5,5,3,5,3,3,2,964,2,57,1,12,1,0
319802,3,5,5,3,5,3,3,3,964,2,50,0,12,1,0
319901,2,3,2,3,3,3,4,2,6444,2,46,1,12,1,0
320502,3,3,3,2,5,4,4,3,908,1,53,0,6,1,0
320701,4,4,3,3,4,3,3,3,1896,2,57,1,16,1,1
320901,3,3,3,2,3,3,3,3,1560,2,51,1,12,1,1
321201,5,4,4,3,5,4,3,3,1380,1,54,0,12,1,0
324002,4,3,4,3,5,4,3,3,620,2,46,0,0,1,1
324901,3,4,4,3,5,4,3,3,1100,2,53,1,9,1,1
324902,3,4,4,3,5,4,3,3,1100,2,48,0,9,1,1
325401,3,4,3,3,4,2,2,2,932,1,54,1,12,0,1
325701,4,4,4,2,4,3,3,2,7640,5,49,1,14,1,1
327201,3,3,4,2,4,3,3,3,1200,3,57,1,9,1,1
327301,3,2,2,2,4,4,4,3,1032,2,59,1,6,1,1
327302,3,2,2,2,4,4,4,3,1032,2,59,0,6,1,1
327901,3,3,3,2,3,3,3,2,9964,2,53,1,12,1,1
327902,3,3,2,2,3,3,3,2,9964,2,53,0,12,1,1
328601,4,4,3,3,5,4,4,3,738,1,53,1,6,0,1
329801,4,3,3,2,4,3,2,3,4200,3,46,1,12,1,1
330901,4,3,3,3,5,4,3,4,2710,1,50,1,12,0,1
332701,4,4,4,3,3,3,3,2,5400,2,49,1,12,1,1
333401,4,4,3,3,4,4,3,2,7640,4,46,1,12,1,1
333402,4,4,3,3,4,4,3,2,7640,4,45,0,12,1,1
334302,3,4,4,3,5,3,3,3,500,2,58,0,6,1,0
335301,4,4,4,3,3,3,3,2,3330,2,52,1,9,1,1
336302,4,4,4,3,3,4,3,2,2515,2,54,0,6,1,0
336601,3,3,4,3,3,3,3,3,2120,2,47,1,9,1,1
337001,3,4,2,2,3,4,4,3,2218,1,58,1,16,1,1
337201,4,4,4,2,3,3,3,3,864,1,56,0,6,0,1
337502,4,4,4,3,4,3,4,2,10880,3,46,0,9,1,1
337901,4,3,4,3,3,3,3,2,3160,3,52,1,6,1,1
338101,4,4,3,2,3,4,3,2,3468,3,52,1,9,1,1
340902,4,3,3,2,3,3,3,2,3560,2,45,0,9,1,1
341101,3,3,3,2,3,3,3,2,3894,2,46,1,9,1,1
341201,2,3,3,2,3,3,2,2,14950,2,47,1,9,1,1
342201,5,5,4,3,4,3,3,3,1176,2,57,1,16,1,0
342301,3,2,3,2,5,4,3,3,735,1,55,1,12,1,1
343401,4,5,4,3,3,3,3,3,5151,2,49,0,6,0,1
344101,3,4,4,2,2,2,4,2,7240,2,48,1,16,1,0
344102,3,3,3,2,2,3,3,2,7240,2,48,0,12,1,1
345701,3,3,3,3,3,2,2,2,4560,2,53,1,12,1,1
346101,3,2,3,2,3,2,2,2,9340,4,45,1,16,1,1
346801,5,4,4,3,3,4,3,3,4800,2,50,1,9,1,0
346902,1,5,5,3,3,3,2,2,1408,2,57,0,6,1,0
347402,1,4,5,2,4,4,3,4,3560,1,56,0,12,1,0
348701,4,4,5,2,3,4,3,2,4884,2,49,1,12,1,0
348902,4,4,4,2,4,4,3,3,6460,3,45,0,12,1,0
349301,3,5,3,1,4,4,3,3,816,2,55,1,12,0,1
350401,5,5,3,3,4,3,3,2,4220,3,47,1,12,1,0
350601,4,4,4,2,3,3,2,2,4842,5,59,1,9,1,1
350602,4,4,3,2,3,3,2,3,4842,5,52,0,6,1,0
350801,3,3,2,2,4,4,3,2,3535,2,57,1,9,1,1
350802,3,3,2,2,4,3,2,2,3535,2,51,0,12,1,0
351301,3,3,4,3,3,2,3,2,7200,3,51,1,16,1,1
351302,3,3,3,3,3,3,3,2,7200,3,45,0,12,1,1
351801,3,2,2,2,2,3,3,2,9142,2,48,1,12,1,1
352301,2,3,3,3,3,2,2,2,13340,4,46,1,16,1,1
353001,3,2,3,2,2,2,2,2,7750,2,47,1,16,1,1
353002,3,2,2,2,2,2,2,2,7750,2,45,0,16,1,1
354201,5,5,4,3,4,3,2,2,6360,4,49,1,9,1,0
354401,4,4,3,3,3,4,3,2,1660,2,51,1,12,1,1
354601,4,4,4,2,4,4,3,2,1356,2,57,1,6,1,0
354602,4,3,4,2,4,4,2,2,1356,2,52,0,6,1,1
355201,3,3,3,3,4,4,3,2,3004,3,48,1,12,1,1
355501,4,3,4,2,3,2,3,2,3195,2,49,1,12,1,1
355701,4,4,3,3,2,3,3,3,8928,3,46,1,12,1,1
355802,4,4,4,3,4,4,3,2,2084,2,51,0,6,1,1
358501,4,3,3,3,4,4,3,3,1750,3,46,1,9,1,0
359001,4,5,4,2,3,3,3,3,714,1,57,0,9,0,0
359101,3,4,4,3,2,2,2,2,21700,3,46,1,16,1,1
359301,3,3,3,3,2,1,1,1,7100,2,46,1,16,1,1
360001,3,3,4,3,4,3,3,3,1408,2,52,1,9,1,1
360401,2,2,2,2,2,2,2,2,5415,3,53,1,20,1,1
361502,4,3,4,3,4,3,3,2,6084,5,49,1,16,1,1
361801,3,4,3,3,3,3,3,3,1060,2,58,1,9,1,1
364001,4,3,3,3,2,2,2,2,11880,4,47,1,6,1,1
364702,5,4,3,3,3,4,3,2,4678,2,48,0,12,0,1
364803,4,4,3,3,4,4,3,2,1380,3,49,0,0,1,1
366002,3,4,4,3,3,3,2,2,1204,2,50,0,6,1,1
366601,4,4,4,3,4,3,3,3,840,1,49,0,6,0,0
367101,4,3,3,2,5,4,4,3,2592,2,59,1,9,1,1
